index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
375||anger|||||['emotion_nrc', 'liwc']|time|||||1215.0|5939.0|0.20457989560532075|0.3396701146211909
376||anger|||||['emotion_nrc', 'liwc']|work|||||623.0|3972.0|0.15684793554884188|0.27116430903155603
377||anger|||||['emotion_nrc', 'liwc']|achieve|||||580.0|3604.0|0.1609322974472808|0.27724665391969405
378||anger|||||['emotion_nrc', 'liwc']|leisure|||||448.0|3231.0|0.13865676261219437|0.24354444142430007
379||anger|||||['emotion_nrc', 'liwc']|home|||||261.0|2575.0|0.10135922330097087|0.1840620592383639
380||anger|||||['emotion_nrc', 'liwc']|money|||||517.0|3414.0|0.15143526654950204|0.263037395064869
381||anger|||||['emotion_nrc', 'liwc']|relig|||||75.0|2049.0|0.036603221083455345|0.07062146892655367
382||anger|||||['emotion_nrc', 'liwc']|death|||||124.0|2056.0|0.06031128404669261|0.11376146788990826
383||anger|||||['emotion_nrc', 'liwc']|assent|||||93.0|1951.0|0.047667862634546386|0.09099804305283757
384||anger|||||['emotion_nrc', 'liwc']|nonfl|||||499.0|3237.0|0.15415508186592525|0.2671306209850107
385||anger|||||['emotion_nrc', 'liwc']|filler|||||14.0|1680.0|0.008333333333333333|0.01652892561983471
386||disgust|||||['emotion_nrc', 'liwc']|negate|||||139.0|2387.0|0.05823209049015501|0.110055423594616
387||disgust|||||['emotion_nrc', 'liwc']|social|||||476.0|6645.0|0.07163280662151994|0.13368908861115011
388||disgust|||||['emotion_nrc', 'liwc']|family|||||83.0|2106.0|0.03941120607787275|0.07583371402466879
389||disgust|||||['emotion_nrc', 'liwc']|friend|||||75.0|1467.0|0.05112474437627812|0.09727626459143969
390||disgust|||||['emotion_nrc', 'liwc']|humans|||||332.0|4713.0|0.07044345427540845|0.13161546085232906
391||disgust|||||['emotion_nrc', 'liwc']|affect|||||461.0|6121.0|0.07531449109622611|0.1400790033424491
392||disgust|||||['emotion_nrc', 'liwc']|posemo|||||268.0|4556.0|0.058823529411764705|0.1111111111111111
393||disgust|||||['emotion_nrc', 'liwc']|negemo|||||398.0|4364.0|0.09120073327222732|0.16715665686686265
394||disgust|||||['emotion_nrc', 'liwc']|anx|||||239.0|1928.0|0.12396265560165975|0.22058144900784496
395||disgust|||||['emotion_nrc', 'liwc']|anger|||||143.0|2287.0|0.06252732837778749|0.1176954732510288
396||disgust|||||['emotion_nrc', 'liwc']|sad|||||123.0|2183.0|0.05634448007329363|0.10667823070251517
397||disgust|||||['emotion_nrc', 'liwc']|cogmech|||||531.0|7293.0|0.07280954339777869|0.1357361963190184
398||disgust|||||['emotion_nrc', 'liwc']|insight|||||363.0|5194.0|0.06988833269156719|0.13064603203167177
399||disgust|||||['emotion_nrc', 'liwc']|cause|||||233.0|3575.0|0.06517482517482517|0.12237394957983193
400||disgust|||||['emotion_nrc', 'liwc']|discrep|||||316.0|4486.0|0.07044137316094516|0.13161182840483132
401||disgust|||||['emotion_nrc', 'liwc']|tentat|||||458.0|6202.0|0.07384714608190907|0.13753753753753756
402||disgust|||||['emotion_nrc', 'liwc']|certain|||||88.0|1571.0|0.056015276893698285|0.10608800482218204
403||disgust|||||['emotion_nrc', 'liwc']|inhib|||||273.0|4070.0|0.06707616707616708|0.12571954869905597
404||disgust|||||['emotion_nrc', 'liwc']|incl|||||486.0|6619.0|0.07342498866898323|0.13680506685432792
405||disgust|||||['emotion_nrc', 'liwc']|excl|||||335.0|4776.0|0.07014237855946398|0.13108980630013695
