index|emotion|nrc|emotion_i_nrc|emotion_u_nrc|emotion_nrc_jaccard|emotion_nrc_dice|variaveis|liwc|emotion_i_liwc|emotion_u_liwc|emotion_liwc_jaccard|emotion_liwc_dice|nrc_i_liwc|nrc_u_liwc|nrc_liwc_jaccard|nrc_liwc_dice
182|admiration||||||['emotion', 'liwc']|discrep|6584.0|116066.0|0.05672634535522892|0.10736241337138198||||
183|admiration||||||['emotion', 'liwc']|tentat|10860.0|142792.0|0.07605468093450614|0.14135839429359853||||
184|admiration||||||['emotion', 'liwc']|certain|2967.0|54439.0|0.05450136850419736|0.10336898582029753||||
185|admiration||||||['emotion', 'liwc']|inhib|5769.0|89591.0|0.06439262872386735|0.1209941275167785||||
186|admiration||||||['emotion', 'liwc']|incl|10398.0|146620.0|0.07091801936979948|0.13244341413086397||||
187|admiration||||||['emotion', 'liwc']|excl|7847.0|131335.0|0.05974797274146267|0.11275883375723872||||
188|admiration||||||['emotion', 'liwc']|percept|7353.0|98434.0|0.07469979884999085|0.13901519090247383||||
189|admiration||||||['emotion', 'liwc']|see|2700.0|43470.0|0.062111801242236024|0.11695906432748539||||
190|admiration||||||['emotion', 'liwc']|hear|1829.0|44727.0|0.04089252576743354|0.07857204227167282||||
191|admiration||||||['emotion', 'liwc']|feel|4044.0|53905.0|0.07502087004916055|0.13957100208804293||||
192|admiration||||||['emotion', 'liwc']|bio|7986.0|112876.0|0.07075020376342181|0.13215071734705697||||
193|admiration||||||['emotion', 'liwc']|body|4461.0|72558.0|0.06148184900355578|0.11584154559264598||||
194|admiration||||||['emotion', 'liwc']|health|1501.0|37219.0|0.040328864289744484|0.07753099173553718||||
195|admiration||||||['emotion', 'liwc']|sexual|2444.0|48105.0|0.050805529570730694|0.0966982531800827||||
196|admiration||||||['emotion', 'liwc']|ingest|7224.0|102854.0|0.07023547941742664|0.13125238467268663||||
197|admiration||||||['emotion', 'liwc']|relativ|14653.0|182811.0|0.08015382006553216|0.14841186241542764||||
198|admiration||||||['emotion', 'liwc']|motion|7530.0|116751.0|0.06449623557828199|0.12117701016245445||||
199|admiration||||||['emotion', 'liwc']|space|9105.0|134668.0|0.06761071672557697|0.12665799559027077||||
200|admiration||||||['emotion', 'liwc']|time|7655.0|115466.0|0.06629657215110941|0.12434921743650554||||
201|admiration||||||['emotion', 'liwc']|work|4701.0|57934.0|0.08114406048261816|0.15010776722279878||||
202|admiration||||||['emotion', 'liwc']|achieve|3936.0|60714.0|0.06482854036960174|0.12176334106728538||||
203|admiration||||||['emotion', 'liwc']|leisure|2785.0|46656.0|0.05969221536351166|0.11265953358548574||||
204|admiration||||||['emotion', 'liwc']|home|430.0|23664.0|0.0181710615280595|0.03569353365983233||||
205|admiration||||||['emotion', 'liwc']|money|3858.0|64011.0|0.06027089094061958|0.1136896079211422||||
206|admiration||||||['emotion', 'liwc']|relig|1638.0|31990.0|0.051203501094091906|0.09741881765195672||||
207|admiration||||||['emotion', 'liwc']|death|373.0|23069.0|0.016168884650396637|0.031823223274464636||||
208|admiration||||||['emotion', 'liwc']|assent|1500.0|35153.0|0.04267061132762495|0.08184868905683026||||
209|admiration||||||['emotion', 'liwc']|nonfl|2490.0|51108.0|0.048720356891289035|0.09291391469830963||||
210|admiration||||||['emotion', 'liwc']|filler|160.0|20487.0|0.0078098306242983355|0.015498619654187048||||
211|amusement||||||['emotion', 'liwc']|negate|1805.0|57282.0|0.031510771271952794|0.061096349450809814||||
212|amusement||||||['emotion', 'liwc']|social|6962.0|166652.0|0.041775676259510834|0.0802009054569332||||
213|amusement||||||['emotion', 'liwc']|family|333.0|16130.0|0.02064476131432114|0.04045435218368462||||
214|amusement||||||['emotion', 'liwc']|friend|321.0|18316.0|0.017525660624590524|0.034447604228148306||||
215|amusement||||||['emotion', 'liwc']|humans|4735.0|105538.0|0.04486535655403741|0.08587777606485722||||
216|amusement||||||['emotion', 'liwc']|affect|8031.0|160764.0|0.04995521385384788|0.09515684706300542||||
217|amusement||||||['emotion', 'liwc']|posemo|7313.0|124712.0|0.05863910449676053|0.11078204885438364||||
218|amusement||||||['emotion', 'liwc']|negemo|3062.0|88426.0|0.034627824395539776|0.06693774046869536||||
219|amusement||||||['emotion', 'liwc']|anx|855.0|33645.0|0.02541239411502452|0.04956521739130434||||
220|amusement||||||['emotion', 'liwc']|anger|1509.0|48739.0|0.030960832187775702|0.06006209202356313||||
221|amusement||||||['emotion', 'liwc']|sad|1011.0|36425.0|0.027755662319835277|0.05401218078854579||||
222|amusement||||||['emotion', 'liwc']|cogmech|8205.0|191106.0|0.04293428777746382|0.08233363938769059||||
223|amusement||||||['emotion', 'liwc']|insight|4305.0|107774.0|0.03994469909254551|0.07682081389020244||||
224|amusement||||||['emotion', 'liwc']|cause|3417.0|81383.0|0.041986655689763216|0.08058962264150943||||
225|amusement||||||['emotion', 'liwc']|discrep|4308.0|110456.0|0.03900195552980372|0.07507580774458888||||
226|amusement||||||['emotion', 'liwc']|tentat|5721.0|140045.0|0.04085115498589739|0.07849567114416256||||
227|amusement||||||['emotion', 'liwc']|certain|1665.0|47855.0|0.034792602653850174|0.06724555735056544||||
228|amusement||||||['emotion', 'liwc']|inhib|3010.0|84464.0|0.03563648418261034|0.06882044950499577||||
229|amusement||||||['emotion', 'liwc']|incl|5728.0|143404.0|0.039943097821539146|0.07681785264061368||||
230|amusement||||||['emotion', 'liwc']|excl|5006.0|126290.0|0.039638926280782326|0.07625517913721666||||
231|amusement||||||['emotion', 'liwc']|percept|3824.0|94077.0|0.04064755466266994|0.07811973319986518||||
232|amusement||||||['emotion', 'liwc']|see|1309.0|36975.0|0.035402298850574714|0.06838365896980463||||
233|amusement||||||['emotion', 'liwc']|hear|1304.0|37366.0|0.03489803564737997|0.06744246185673648||||
234|amusement||||||['emotion', 'liwc']|feel|1706.0|48357.0|0.03527927704365449|0.06815412580149012||||
235|amusement||||||['emotion', 'liwc']|bio|4278.0|108698.0|0.039356749894202285|0.07573289902280131||||
236|amusement||||||['emotion', 'liwc']|body|2605.0|66528.0|0.0391564454064454|0.0753619834232566||||
237|amusement||||||['emotion', 'liwc']|health|686.0|30148.0|0.022754411569590023|0.04449633521437374||||
238|amusement||||||['emotion', 'liwc']|sexual|1393.0|41270.0|0.03375333171795493|0.06530248693247075||||
239|amusement||||||['emotion', 'liwc']|ingest|3924.0|98268.0|0.03993161558187813|0.07679661813057774||||
240|amusement||||||['emotion', 'liwc']|relativ|7934.0|181644.0|0.04367884433287089|0.0837016953443965||||
241|amusement||||||['emotion', 'liwc']|motion|4516.0|111879.0|0.04036503722771923|0.07759783495854632||||
242|amusement||||||['emotion', 'liwc']|space|5224.0|130663.0|0.039980713744518344|0.07688741380706028||||
243|amusement||||||['emotion', 'liwc']|time|4221.0|111014.0|0.03802223143027006|0.07325899249360004||||
244|amusement||||||['emotion', 'liwc']|work|1650.0|53099.0|0.03107403152601744|0.06027507351732452||||
245|amusement||||||['emotion', 'liwc']|achieve|1818.0|54946.0|0.03308703090306847|0.06405468254527519||||
246|amusement||||||['emotion', 'liwc']|leisure|1517.0|40038.0|0.037889005444827414|0.0730116712790278||||
247|amusement||||||['emotion', 'liwc']|home|266.0|15942.0|0.016685484882699785|0.032823297137216184||||
248|amusement||||||['emotion', 'liwc']|money|1999.0|57984.0|0.034475027593818985|0.06665221812846973||||
249|amusement||||||['emotion', 'liwc']|relig|533.0|25209.0|0.021143242492760523|0.04141092378214591||||
250|amusement||||||['emotion', 'liwc']|death|252.0|15304.0|0.016466283324621016|0.03239907431216251||||
251|amusement||||||['emotion', 'liwc']|assent|2535.0|26232.0|0.0966376944190302|0.1762436124726249||||
252|amusement||||||['emotion', 'liwc']|nonfl|1389.0|44323.0|0.0313381314441712|0.06077178858942947||||
253|amusement||||||['emotion', 'liwc']|filler|181.0|12580.0|0.0143879173290938|0.02836768278348092||||
254|anger||||||['emotion', 'liwc']|negate|1876.0|56050.0|0.033470115967885815|0.06477229568760141||||
255|anger||||||['emotion', 'liwc']|social|6108.0|166345.0|0.03671886741410923|0.07083669173629915||||
256|anger||||||['emotion', 'liwc']|family|323.0|14979.0|0.02156352226450364|0.04221670369886289||||
257|anger||||||['emotion', 'liwc']|friend|315.0|17161.0|0.01835557368451722|0.0360494392309453||||
258|anger||||||['emotion', 'liwc']|humans|3786.0|105326.0|0.03594554051231415|0.0693965833272234||||
259|anger||||||['emotion', 'liwc']|affect|6238.0|161396.0|0.038650276338942725|0.07442404285526803||||
260|anger||||||['emotion', 'liwc']|posemo|3678.0|127186.0|0.028918277168870788|0.056211028243061505||||
261|anger||||||['emotion', 'liwc']|negemo|4982.0|85345.0|0.058374831565996835|0.11031031695949162||||
262|anger||||||['emotion', 'liwc']|anx|1071.0|32268.0|0.03319077724060989|0.06424907765679834||||
263|anger||||||['emotion', 'liwc']|anger|3590.0|45497.0|0.07890630151438556|0.14627090675738993||||
264|anger||||||['emotion', 'liwc']|sad|1332.0|34943.0|0.03811922273416707|0.07343900758097863||||
265|anger||||||['emotion', 'liwc']|cogmech|6849.0|191301.0|0.035802217447896245|0.06912944738834216||||
266|anger||||||['emotion', 'liwc']|insight|3099.0|107819.0|0.02874261493799794|0.05587911790692223||||
267|anger||||||['emotion', 'liwc']|cause|2732.0|80907.0|0.03376716476942663|0.06532837551859778||||
268|anger||||||['emotion', 'liwc']|discrep|3659.0|109944.0|0.033280579203958376|0.0644173129230742||||
269|anger||||||['emotion', 'liwc']|tentat|4752.0|139853.0|0.03397853460419154|0.06572386846927837||||
270|anger||||||['emotion', 'liwc']|certain|1422.0|46937.0|0.03029592858512474|0.05881014909324014||||
271|anger||||||['emotion', 'liwc']|inhib|2592.0|83721.0|0.0309599742000215|0.06006047756421397||||
272|anger||||||['emotion', 'liwc']|incl|5112.0|142859.0|0.03578353481404742|0.06909461989173554||||
273|anger||||||['emotion', 'liwc']|excl|4310.0|125825.0|0.034253924100933836|0.06623890575171937||||
274|anger||||||['emotion', 'liwc']|percept|2924.0|93816.0|0.031167391489724566|0.06045069257804424||||
275|anger||||||['emotion', 'liwc']|see|764.0|36359.0|0.021012679116587364|0.04116046655712092||||
276|anger||||||['emotion', 'liwc']|hear|1008.0|36501.0|0.027615681762143504|0.053747100695833||||
277|anger||||||['emotion', 'liwc']|feel|1282.0|47620.0|0.026921461570768586|0.05243139339904298||||
278|anger||||||['emotion', 'liwc']|bio|4279.0|107536.0|0.03979132569558101|0.07653713723561238||||
279|anger||||||['emotion', 'liwc']|body|2454.0|65518.0|0.03745535578009097|0.07220620255399282||||
280|anger||||||['emotion', 'liwc']|health|953.0|28720.0|0.0331824512534819|0.0642334782462171||||
281|anger||||||['emotion', 'liwc']|sexual|1649.0|39853.0|0.04137706069806539|0.0794660498289239||||
282|anger||||||['emotion', 'liwc']|ingest|3142.0|97889.0|0.03209757991194108|0.062198731082539024||||
